Date,Volume,RSI,MACD,MACD_Signal,BB_High,BB_Low,GDP,CPI,UNEMP,FEDFUNDS
2000-09-13,42585300,41.392426730741484,0.40779033426905187,0.5569705510995888,28.47592913400524,23.5807149242223,10318.165,173.6,3.9,6.52
2000-09-14,20361300,39.75368651917039,0.2051540402349481,0.4866072489266607,28.492029466125675,23.546444616821102,10318.165,173.6,3.9,6.52
2000-09-15,14822300,37.70747563400704,0.010231976290121736,0.3913321943993529,28.56309393691878,23.399666606904464,10318.165,173.6,3.9,6.52
2000-09-18,15120400,32.44132033818161,-0.24165168672138648,0.264735418175205,28.808362119918982,22.95149028944381,10318.165,173.6,3.9,6.52
2000-09-19,15642000,33.65807335242293,-0.424163892383028,0.12695555606355843,28.983863594951625,22.579136511859897,10318.165,173.6,3.9,6.52
2000-09-20,12493000,32.89247326791623,-0.5768190327913416,-0.013799361707421581,29.132299993999812,22.127851487628607,10318.165,173.6,3.9,6.52
2000-09-21,12166800,29.303289933219304,-0.7623242984195926,-0.1635043490498558,29.289134784307453,21.501601032648114,10318.165,173.6,3.9,6.52
2000-09-22,17425600,39.29097735746838,-0.7975078211520419,-0.29030504347029307,29.28654977450623,21.213452514312127,10318.165,173.6,3.9,6.52
2000-09-25,11709900,38.72977795442092,-0.825648707239278,-0.3973737762240901,29.30578615131695,20.948908215138125,10318.165,173.6,3.9,6.52
2000-09-26,8176500,36.61764753823891,-0.8745259320971428,-0.4928042073987007,29.314268347389255,20.619405129783598,10318.165,173.6,3.9,6.52
2000-09-27,7879200,35.37127018642191,-0.9245964821010553,-0.5791626623391717,29.34047799936806,20.28428987630333,10318.165,173.6,3.9,6.52
2000-09-28,9307900,40.68607430722528,-0.9001396019689984,-0.643358050265137,29.250644906268256,20.06521794010626,10318.165,173.6,3.9,6.52
2000-09-29,8576500,38.960843641396764,-0.8972949953766367,-0.694145439287437,28.97754937468723,19.868897997749293,10318.165,173.6,3.9,6.52
2000-10-02,7138200,43.85551651970033,-0.8341066267508062,-0.7221376767801109,28.60465164482198,19.814779278639936,10435.744,173.9,3.9,6.51
2000-10-03,9742300,41.79313202970289,-0.8040856938534304,-0.7385272801947749,28.09819202054013,19.818510059232818,10435.744,173.9,3.9,6.51
2000-10-04,6363900,39.465485434850855,-0.8051641337157527,-0.7518546508989705,27.647122161244713,19.779039223337808,10435.744,173.9,3.9,6.51
2000-10-05,9189200,36.617183984266916,-0.8406197397646835,-0.7696076686721132,26.97247466898702,19.847687531940714,10435.744,173.9,3.9,6.51
2000-10-06,13400700,33.04953544497508,-0.9196324314861677,-0.7996126212349242,26.086915158956202,20.023756456644385,10435.744,173.9,3.9,6.51
2000-10-09,6499500,31.339625702217973,-1.0026795738915233,-0.840226011766244,24.993589385773937,20.383093467924795,10435.744,173.9,3.9,6.51
